Date,Subs,Name,Total
2019-04-23,5011,The LaBrant Fam,8875175
2019-04-24,4712,The LaBrant Fam,8880186
2019-04-25,5394,The LaBrant Fam,8884898
2019-04-26,11974,The LaBrant Fam,8890292
2019-04-27,12596,The LaBrant Fam,8902266
2019-04-28,9263,The LaBrant Fam,8914862
2019-04-29,4465,The LaBrant Fam,8924125
2019-04-30,9766,The LaBrant Fam,8928590
2019-05-01,4685,The LaBrant Fam,8938356
2019-05-02,3631,The LaBrant Fam,8943041
2019-05-03,4966,The LaBrant Fam,8946672
2019-04-01,251,Brad Sousa,109321
2019-04-02,3287,Brad Sousa,109572
2019-04-03,1770,Brad Sousa,112859
2019-04-04,337,Brad Sousa,114629
2019-04-05,276,Brad Sousa,114966
2019-04-06,500,Brad Sousa,115242
2019-04-07,331,Brad Sousa,115742
2019-04-08,213,Brad Sousa,116073
2019-04-09,324,Brad Sousa,116286
2019-04-10,134,Brad Sousa,116610
2019-04-11,169,Brad Sousa,116744
2019-04-12,226,Brad Sousa,116913
2019-04-13,304,Brad Sousa,117139
2019-04-14,472,Brad Sousa,117443
2019-04-15,292,Brad Sousa,117915
2019-04-16,225,Brad Sousa,118207
2019-04-17,422,Brad Sousa,118432
2019-04-19,229,Brad Sousa,118854
2019-04-20,275,Brad Sousa,119083
2019-04-21,66,Brad Sousa,119358
2019-04-22,146,Brad Sousa,119424
2019-04-23,156,Brad Sousa,119570
2019-04-24,87,Brad Sousa,119726
2019-04-25,72,Brad Sousa,119813
2019-04-26,-6,Brad Sousa,119885
2019-04-27,-1030,Brad Sousa,119879
2019-04-28,-1261,Brad Sousa,118849
2019-04-29,-18,Brad Sousa,117588
2019-04-30,-2785,Brad Sousa,117570
2019-05-01,-3403,Brad Sousa,114785
2019-05-02,-199,Brad Sousa,111382
2019-05-03,114,Brad Sousa,111183
2019-05-04,112,Brad Sousa,111297
2019-05-05,193,Brad Sousa,111409
2019-05-06,221,Brad Sousa,111602
2019-05-07,147,Brad Sousa,111823
2019-05-08,137,Brad Sousa,111970
2019-05-09,87,Brad Sousa,112107
2019-05-10,92,Brad Sousa,112194
2019-05-11,179,Brad Sousa,112286
2019-05-12,83,Brad Sousa,112465
2019-05-13,95,Brad Sousa,112548
2019-05-14,60,Brad Sousa,112643
2019-05-15,-352,Brad Sousa,112703
2019-05-16,-580,Brad Sousa,112351
2019-05-17,-154,Brad Sousa,111771
2019-05-18,-6,Brad Sousa,111617
2019-05-19,-43,Brad Sousa,111611
2019-05-20,4,Brad Sousa,111568
2019-05-21,-16,Brad Sousa,111572
2019-05-22,7,Brad Sousa,111556
2019-05-23,32,Brad Sousa,111563
2019-05-24,49,Brad Sousa,111595
2019-05-25,-902,Brad Sousa,111644
2019-05-26,-1962,Brad Sousa,110742
2019-05-27,-431,Brad Sousa,108780
2019-05-28,-116,Brad Sousa,108349
2019-05-29,-26,Brad Sousa,108233
2019-05-30,8,Brad Sousa,108207
2019-05-31,-14,Brad Sousa,108215
2019-06-01,24,Brad Sousa,108201
2019-05-03,-890,KSI,20207954
2019-05-04,1170,KSI,20207064
2019-05-05,1627,KSI,20208234
2019-05-06,1300,KSI,20209861
2019-05-07,1580,KSI,20211161
2019-05-08,-770,KSI,20212741
2019-05-09,779,KSI,20211971
2019-05-10,1142,KSI,20212750
2019-05-11,899,KSI,20213892
2019-05-12,1422,KSI,20214791
2019-05-13,159,KSI,20216213
2019-05-14,1604,KSI,20216372
2019-05-15,2064,KSI,20217976
2019-05-16,701,KSI,20220040
2019-05-17,1495,KSI,20220741
2019-05-18,1308,KSI,20222236
2019-05-19,1121,KSI,20223544
2019-05-20,1205,KSI,20224665
2019-05-21,1167,KSI,20225870
2019-05-22,1370,KSI,20227037
2019-05-23,1378,KSI,20228407
2019-05-24,-17092,KSI,20229785
2019-05-25,-28682,KSI,20212693
2019-05-26,-33000,KSI,20184011
2019-05-27,-18000,KSI,20151011
2019-05-28,-6388,KSI,20133011
2019-05-29,-15619,KSI,20126623
2019-05-30,-4192,KSI,20111004
2019-05-31,-257,KSI,20106812
2019-06-01,261,KSI,20106555
2019-06-02,30663,KSI,20106816
2019-06-03,29153,KSI,20137479
2019-06-04,9447,KSI,20166632
2019-06-05,5453,KSI,20176079
2019-06-06,3715,KSI,20181532
2019-06-07,5212,KSI,20185247
2019-06-08,2559,KSI,20190459
2019-06-09,2749,KSI,20193018
2019-06-10,3218,KSI,20195767
2019-06-11,2440,KSI,20198985
2019-06-12,1591,KSI,20201425
2019-06-13,3365,KSI,20203016
2019-06-14,2920,KSI,20206381
2019-06-15,3307,KSI,20209301
2019-06-16,2755,KSI,20212608
2019-06-17,-123,KSI,20215363
2019-06-18,2092,KSI,20215240
2019-06-19,3573,KSI,20217332
2019-06-20,2503,KSI,20220905
2019-06-21,2738,KSI,20223408
2019-06-22,2294,KSI,20226146
2019-06-23,2698,KSI,20228440
2019-06-24,2572,KSI,20231138
2019-06-25,2203,KSI,20233710
2019-06-26,2097,KSI,20235913
2019-06-27,1678,KSI,20238010
2019-06-28,1924,KSI,20239688
2019-06-29,1349,KSI,20241612
2019-06-30,1505,KSI,20242961
2019-07-01,1687,KSI,20244466
2019-07-02,1067,KSI,20246153
2019-07-03,1429,KSI,20247220
2019-05-12,2576,JaclynHill,5889348
2019-05-13,2454,JaclynHill,5891924
2019-05-14,1477,JaclynHill,5894378
2019-05-15,1059,JaclynHill,5895855
2019-05-16,1154,JaclynHill,5896914
2019-05-17,1278,JaclynHill,5898068
2019-05-18,1510,JaclynHill,5899346
2019-05-19,1078,JaclynHill,5900856
2019-05-20,1117,JaclynHill,5901934
2019-05-21,1305,JaclynHill,5903051
2019-05-22,12654,JaclynHill,5904356
2019-05-23,10671,JaclynHill,5917010
2019-05-24,3988,JaclynHill,5927681
2019-05-25,1985,JaclynHill,5931669
2019-05-26,1122,JaclynHill,5933654
2019-05-27,996,JaclynHill,5934776
2019-05-28,963,JaclynHill,5935772
2019-05-29,896,JaclynHill,5936735
2019-05-30,522,JaclynHill,5937631
2019-05-31,565,JaclynHill,5938153
2019-06-01,547,JaclynHill,5938718
2019-06-02,323,JaclynHill,5939265
2019-06-03,446,JaclynHill,5939588
2019-06-04,509,JaclynHill,5940034
2019-06-05,538,JaclynHill,5940543
2019-06-06,192,JaclynHill,5941081
2019-06-07,380,JaclynHill,5941273
2019-06-08,-577,JaclynHill,5941653
2019-06-09,-1920,JaclynHill,5941076
2019-06-10,-1136,JaclynHill,5939156
2019-06-11,-3578,JaclynHill,5938020
2019-06-12,-3614,JaclynHill,5934442
2019-06-13,1541,JaclynHill,5930828
2019-06-14,819,JaclynHill,5932369
2019-06-15,487,JaclynHill,5933188
2019-06-16,139,JaclynHill,5933675
2019-06-17,8,JaclynHill,5933814
2019-06-18,-66,JaclynHill,5933822
2019-06-19,-54,JaclynHill,5933756
2019-06-20,-75,JaclynHill,5933702
2019-06-21,337,JaclynHill,5933627
2019-06-22,372,JaclynHill,5933964
2019-06-23,37,JaclynHill,5934336
2019-06-24,-128,JaclynHill,5934373
2019-06-25,-406,JaclynHill,5934245
2019-06-26,-281,JaclynHill,5933839
2019-06-27,-221,JaclynHill,5933558
2019-06-28,-94,JaclynHill,5933337
2019-06-29,-282,JaclynHill,5933243
2019-06-30,-203,JaclynHill,5932961
2019-07-01,-176,JaclynHill,5932758
2019-07-02,-304,JaclynHill,5932582
2019-07-03,-47,JaclynHill,5932278
2019-07-04,-259,JaclynHill,5932231
2019-07-05,-93,JaclynHill,5931972
2019-07-06,-167,JaclynHill,5931879
2019-07-07,-184,JaclynHill,5931712
2019-07-08,-343,JaclynHill,5931528
2019-07-27,-133,ProJared,765554
2019-07-28,-112,ProJared,765421
2019-07-29,-95,ProJared,765309
2019-07-30,-139,ProJared,765214
2019-07-31,-125,ProJared,765075
2019-08-01,-136,ProJared,764950
2019-08-02,-184,ProJared,764814
2019-08-03,-214,ProJared,764630
2019-08-04,-198,ProJared,764416
2019-08-05,-130,ProJared,764218
2019-08-06,-112,ProJared,764088
2019-08-07,-89,ProJared,763976
2019-08-08,-125,ProJared,763887
2019-08-09,-217,ProJared,763762
2019-08-10,-179,ProJared,763545
2019-08-11,-165,ProJared,763366
2019-08-12,-161,ProJared,763201
2019-08-13,-141,ProJared,763040
2019-08-14,-190,ProJared,762899
2019-08-15,-169,ProJared,762709
2019-08-16,-170,ProJared,762540
2019-08-17,-185,ProJared,762370
2019-08-18,-195,ProJared,762185
2019-08-19,-201,ProJared,761990
2019-08-20,-179,ProJared,761789
2019-08-21,-213,ProJared,761610
2019-08-22,-152,ProJared,761397
2019-08-23,-147,ProJared,761245
2019-08-24,-169,ProJared,761098
2019-08-25,-147,ProJared,760929
2019-08-26,22092,ProJared,760782
